Open,High,Low,Close,Volume,Timestamp
46920.92,46951.72,46920.92,46950.85,0.346719,2022-01-03T02:54:00Z
46951.72,46996.36,46951.72,46996.36,0.901671,2022-01-03T02:55:00Z
46995.09,47024.56,46995.09,47024.56,0.076624,2022-01-03T02:56:00Z
47025.52,47025.52,47002.42,47007.58,0.072448,2022-01-03T02:57:00Z
47018.21,47018.21,46991.99,46991.99,0.145491,2022-01-03T02:58:00Z
46985.38,47003.68,46985.38,47001.43,0.034783,2022-01-03T02:59:00Z
47009.74,47083.91,46997.57,47057.34,0.878949,2022-01-03T03:00:00Z
47062.17,47081.7,47050.59,47053.95,0.07792,2022-01-03T03:01:00Z
47056.31,47091.3,47056.31,47091.3,0.741556,2022-01-03T03:02:00Z
47091.3,47091.3,47057.63,47070.31,4.859342,2022-01-03T03:03:00Z
47068.64,47073.27,47059.35,47059.35,0.017629,2022-01-03T03:04:00Z
47048.16,47073.66,47048.16,47064.44,0.132206,2022-01-03T03:05:00Z
47065.73,47066.85,47056.97,47062.76,0.033582,2022-01-03T03:06:00Z
47060.36,47060.36,47051.53,47051.53,0.004935,2022-01-03T03:07:00Z
47053.89,47055.57,47051.08,47051.08,0.018414,2022-01-03T03:08:00Z
47049.33,47049.33,47015.39,47015.39,0.297347,2022-01-03T03:09:00Z
47003.5,47017.14,46992.45,46997.64,0.099798,2022-01-03T03:10:00Z
47003.21,47007.78,46990.71,46997.03,0.046045,2022-01-03T03:11:00Z
46995.47,46996.92,46990.61,46990.61,0.011934,2022-01-03T03:12:00Z
46991.58,46997.87,46984.11,46997.82,0.016627,2022-01-03T03:13:00Z
46997.87,46997.87,46966.59,46966.59,0.375799,2022-01-03T03:14:00Z
46955.4,46955.4,46900,46910.84,2.720275,2022-01-03T03:15:00Z
46908.1,46926.1,46892.71,46902.62,0.220567,2022-01-03T03:16:00Z
46905.93,46914.46,46896.67,46896.67,0.156432,2022-01-03T03:17:00Z
46886.95,46903.38,46883.56,46883.56,0.234274,2022-01-03T03:18:00Z
46891.16,46911.02,46891.16,46898.04,0.342821,2022-01-03T03:19:00Z
46899.01,46905.12,46899.01,46900,0.297518,2022-01-03T03:20:00Z
46900,46920.19,46900,46911.7,0.196283,2022-01-03T03:21:00Z
46911.95,46944.54,46911.95,46925.76,0.148674,2022-01-03T03:22:00Z
46923.62,46932.96,46921.49,46921.49,0.029533,2022-01-03T03:23:00Z
46940.84,46966.31,46938.04,46964.87,0.23177,2022-01-03T03:24:00Z
46963.53,46963.93,46958.85,46963.93,0.032026,2022-01-03T03:25:00Z
46963.22,46969.58,46963.17,46969.58,0.00144,2022-01-03T03:26:00Z
46962.65,46974.95,46962.01,46962.01,0.17397,2022-01-03T03:27:00Z
46962.01,46980.7,46962.01,46975.38,0.003527,2022-01-03T03:28:00Z
46970.97,46974.3,46970.97,46974.3,0.060832,2022-01-03T03:29:00Z
46974.3,46989.44,46974.3,46988.14,0.14349,2022-01-03T03:30:00Z
46983.18,46983.18,46962.01,46966.39,0.235984,2022-01-03T03:31:00Z
46961.12,46962.09,46933.71,46946.67,0.120705,2022-01-03T03:32:00Z
46949.21,46956.87,46936.2,46936.2,0.020044,2022-01-03T03:33:00Z
46930.31,46953.23,46924.86,46939.91,0.069482,2022-01-03T03:34:00Z
46932.67,46932.67,46923.72,46923.72,0.003116,2022-01-03T03:35:00Z
46913.81,46924.07,46913.81,46915.67,0.11289,2022-01-03T03:36:00Z
46919.05,46919.05,46886.95,46886.95,1.047668,2022-01-03T03:37:00Z
46878.35,46878.35,46817.55,46831.59,0.442601,2022-01-03T03:38:00Z
46828.12,46849.08,46785.84,46839.96,1.164552,2022-01-03T03:39:00Z
46839.21,46843.66,46790.32,46825.92,0.994566,2022-01-03T03:40:00Z
46825.7,46833.86,46781.83,46781.83,0.186006,2022-01-03T03:41:00Z
46784.17,46806.89,46755.41,46775.08,3.430952,2022-01-03T03:42:00Z
46780.54,46808.88,46778.6,46788.7,0.159359,2022-01-03T03:43:00Z
46791.75,46808.86,46791.75,46802.07,0.084141,2022-01-03T03:44:00Z
46791.28,46791.71,46737.72,46742.2,0.906623,2022-01-03T03:45:00Z
46758.25,46780.25,46744.82,46780.25,0.376538,2022-01-03T03:46:00Z
46779.82,46783.86,46765.7,46773.53,0.314278,2022-01-03T03:47:00Z
46763.98,46773.53,46747.21,46757.48,0.162922,2022-01-03T03:48:00Z
46760.2,46764.32,46755.6,46755.6,0.056069,2022-01-03T03:49:00Z
46745.85,46803.29,46745.85,46803.29,0.235377,2022-01-03T03:50:00Z
46806.13,46820.62,46785.94,46820.62,0.22066,2022-01-03T03:51:00Z
46822.26,46839.94,46822.17,46829.77,0.17174,2022-01-03T03:52:00Z
46827.24,46829.8,46801.57,46811.26,0.161839,2022-01-03T03:53:00Z
46809.95,46852.16,46809.95,46852.16,0.121537,2022-01-03T03:54:00Z
46849.02,46854.26,46838.96,46851.32,0.05959,2022-01-03T03:55:00Z
46846.16,46853.77,46809.21,46818.01,1.119422,2022-01-03T03:56:00Z
46827.42,46827.48,46825.02,46825.02,0.025597,2022-01-03T03:57:00Z
46825.02,46827.48,46812.45,46815.69,0.034729,2022-01-03T03:58:00Z
46815.69,46815.69,46803.06,46803.69,0.042245,2022-01-03T03:59:00Z
46803.06,46803.06,46781.12,46788.17,0.090343,2022-01-03T04:00:00Z
46791.08,46803.06,46782.89,46782.89,0.780997,2022-01-03T04:01:00Z
46782.87,46796.02,46773.63,46774.5,0.025853,2022-01-03T04:02:00Z
46768.49,46816.25,46763.01,46811.61,1.643618,2022-01-03T04:03:00Z
46821.45,46824.88,46802.17,46802.17,0.085088,2022-01-03T04:04:00Z
46800.95,46834.36,46800.95,46834.36,0.406423,2022-01-03T04:05:00Z
46834.88,46834.88,46807.28,46807.28,0.032547,2022-01-03T04:06:00Z
46827.43,46828.42,46827.43,46828.31,0.005938,2022-01-03T04:07:00Z
46836.96,46877.4,46836.96,46865.28,0.48683,2022-01-03T04:08:00Z
46872.71,46881.23,46864.72,46864.74,0.458951,2022-01-03T04:09:00Z
46891.16,46891.16,46890.28,46890.28,0.016984,2022-01-03T04:10:00Z
46877.68,46881.39,46866.73,46874.87,0.032966,2022-01-03T04:11:00Z
46874.87,46875.27,46850.69,46854.28,0.030217,2022-01-03T04:12:00Z
46859.23,46877.19,46856.98,46877.19,0.102396,2022-01-03T04:13:00Z
46874.73,46877.19,46871.24,46871.24,0.09809,2022-01-03T04:14:00Z
46868.38,46904.34,46868.38,46904.34,0.115531,2022-01-03T04:15:00Z
46916.76,46922.62,46914.81,46916.06,0.014276,2022-01-03T04:16:00Z
46907.5,46909.8,46906.3,46906.35,0.020299,2022-01-03T04:17:00Z
46906.36,46910.4,46886.31,46909.17,0.286364,2022-01-03T04:18:00Z
46905.83,46905.83,46875.38,46899.95,0.235248,2022-01-03T04:19:00Z
46897.6,46897.6,46862.26,46862.26,0.220085,2022-01-03T04:20:00Z
46861.86,46861.86,46841.15,46849.59,0.15355,2022-01-03T04:21:00Z
46849.56,46849.56,46835.43,46839.59,0.031308,2022-01-03T04:22:00Z
46845.93,46860.93,46845.93,46852.61,0.148827,2022-01-03T04:23:00Z
46838.23,46881.83,46838.23,46881.83,0.652152,2022-01-03T04:24:00Z
46886.6,46886.6,46868.22,46868.22,0.36247,2022-01-03T04:25:00Z
46868.22,46870.57,46868.22,46868.22,0.047723,2022-01-03T04:26:00Z
46870.84,46876.49,46865.45,46874.14,0.056212,2022-01-03T04:27:00Z
46875.78,46875.78,46874.14,46874.48,0.013195,2022-01-03T04:28:00Z
46876.49,46876.49,46834.36,46845.38,0.153428,2022-01-03T04:29:00Z
46851.5,46874.23,46851.5,46865.29,0.244816,2022-01-03T04:30:00Z
46860.91,46869.2,46850,46853.41,0.031564,2022-01-03T04:31:00Z
46842.45,46848.5,46842.45,46848.5,0.007471,2022-01-03T04:32:00Z
46854.18,46885.22,46851.02,46884.55,0.083586,2022-01-03T04:33:00Z
46876.49,46876.49,46868.74,46869.99,0.032285,2022-01-03T04:34:00Z
46869.9,46877.38,46867.09,46877.38,0.053061,2022-01-03T04:35:00Z
46884.14,46912.27,46878.74,46912.27,0.474482,2022-01-03T04:36:00Z
46908.86,46921.31,46903.3,46913.15,0.571668,2022-01-03T04:37:00Z
46907.69,46907.69,46900,46902.08,0.149349,2022-01-03T04:38:00Z
46902.35,46925.3,46902.35,46925.3,0.011096,2022-01-03T04:39:00Z
46924.53,46931.55,46913.19,46921.07,0.028868,2022-01-03T04:40:00Z
46921.07,46921.07,46898.81,46898.81,0.024753,2022-01-03T04:41:00Z
46904.64,46916.45,46899.34,46911.04,0.033582,2022-01-03T04:42:00Z
46914.34,46934.78,46914.34,46934.78,0.034602,2022-01-03T04:43:00Z
46937.73,46947.81,46937.73,46940.46,0.230265,2022-01-03T04:44:00Z
46933.01,46936.85,46930.33,46930.33,0.016611,2022-01-03T04:45:00Z
46936.66,46941.31,46936.66,46941.31,0.001059,2022-01-03T04:46:00Z
46939.56,46944.26,46937.69,46940.53,0.019921,2022-01-03T04:47:00Z
46940.53,46940.53,46907.39,46907.39,0.434167,2022-01-03T04:48:00Z
46904.46,46904.46,46888.44,46890.72,0.021872,2022-01-03T04:49:00Z
46896.79,46905.44,46850.18,46850.18,0.169448,2022-01-03T04:50:00Z
46831,46841.87,46815.77,46841.87,0.283136,2022-01-03T04:51:00Z
46837.87,46863.56,46836.43,46843.7,0.175632,2022-01-03T04:52:00Z
46828.92,46832.61,46826,46826,0.122072,2022-01-03T04:53:00Z
46833.31,46836.57,46830.27,46836.57,0.043397,2022-01-03T04:54:00Z
46828.59,46847.28,46828.59,46835.11,0.011258,2022-01-03T04:55:00Z
46832.38,46837.45,46830.49,46833.16,0.012217,2022-01-03T04:56:00Z
46834.6,46837.3,46817.28,46817.28,0.396136,2022-01-03T04:57:00Z
46819.63,46840.84,46817.28,46819.9,1.249509,2022-01-03T04:58:00Z
46817.28,46822.23,46809.68,46822.23,0.142389,2022-01-03T04:59:00Z
46833.47,46842.37,46823.01,46835.55,0.583177,2022-01-03T05:00:00Z
46837.63,46845.61,46837.63,46841.14,0.024871,2022-01-03T05:01:00Z
46848.83,46874.44,46845.71,46858.48,0.088269,2022-01-03T05:02:00Z
46864.82,46883.89,46864.82,46881.11,0.020434,2022-01-03T05:03:00Z
46872.44,46886.08,46868.71,46886.08,0.204097,2022-01-03T05:04:00Z
46879.93,46885.46,46872.09,46872.09,0.191946,2022-01-03T05:05:00Z
46876.74,46876.74,46865.6,46867.25,0.031286,2022-01-03T05:06:00Z
46874.56,46874.56,46806.52,46811.2,3.85171,2022-01-03T05:07:00Z
46826.42,46826.42,46805.25,46820.63,0.215544,2022-01-03T05:08:00Z
46817.76,46828.03,46815.41,46815.41,0.131695,2022-01-03T05:09:00Z
46818.75,46818.75,46818.75,46818.75,0.002135,2022-01-03T05:10:00Z
46822.14,46824.94,46822.14,46823.7,0.148311,2022-01-03T05:11:00Z
46823.62,46823.7,46793.17,46793.17,1.769576,2022-01-03T05:12:00Z
46800.91,46804.38,46795.38,46799.07,0.134049,2022-01-03T05:13:00Z
46799.06,46799.07,46799.06,46799.07,0.020182,2022-01-03T05:14:00Z
46793.09,46808.13,46793.09,46802.2,0.366058,2022-01-03T05:15:00Z
46799.45,46799.45,46799.07,46799.45,0.051604,2022-01-03T05:16:00Z
46799.45,46828.8,46795.82,46828.6,0.239333,2022-01-03T05:17:00Z
46825.88,46828.6,46819.1,46826.08,0.109221,2022-01-03T05:18:00Z
46836.14,46838.3,46823.84,46838.3,0.034051,2022-01-03T05:19:00Z
46848.68,46848.68,46837.94,46839.16,0.187151,2022-01-03T05:20:00Z
46837.65,46837.65,46802.61,46802.61,0.136403,2022-01-03T05:21:00Z
46814.6,46824.11,46797.16,46799.88,0.03699,2022-01-03T05:22:00Z
46803.35,46845.52,46803.35,46845.52,0.013764,2022-01-03T05:23:00Z
46845.52,46858.82,46839.61,46848.62,0.396309,2022-01-03T05:24:00Z
46837.13,46846.12,46828.54,46828.54,0.147506,2022-01-03T05:25:00Z
46844.54,46847.97,46835.71,46844.46,0.019318,2022-01-03T05:26:00Z
46849.43,47025.41,46849.43,47021.23,5.536901,2022-01-03T05:27:00Z
47025.93,47031.83,47001.57,47001.57,0.016048,2022-01-03T05:28:00Z
47006.75,47006.75,46952.74,46972.47,0.337989,2022-01-03T05:29:00Z
46978.47,47031.15,46978.47,47031.15,0.282625,2022-01-03T05:30:00Z
47038.2,47076.62,47034.83,47058.82,0.385772,2022-01-03T05:31:00Z
47063.74,47069.85,47014.53,47054.8,0.852447,2022-01-03T05:32:00Z
47047.03,47048.46,47032.66,47040.82,0.446502,2022-01-03T05:33:00Z
47035.5,47070.99,47030.71,47070.99,1.331479,2022-01-03T05:34:00Z
47050.5,47065.71,47042.67,47057.06,0.366161,2022-01-03T05:35:00Z
47062.04,47079.2,47050.43,47054.96,0.810954,2022-01-03T05:36:00Z
47054.25,47092.88,47054.25,47070.8,0.717004,2022-01-03T05:37:00Z
47065.17,47099.14,47064.39,47085.32,0.727243,2022-01-03T05:38:00Z
47086.71,47105.55,47084.1,47096.41,0.365189,2022-01-03T05:39:00Z
47096.46,47148.79,47096.46,47116.1,1.420198,2022-01-03T05:40:00Z
47124.35,47142.42,47124.35,47125,0.390152,2022-01-03T05:41:00Z
47117.61,47210,47116.96,47210,1.387261,2022-01-03T05:42:00Z
47203.52,47203.52,47152.41,47162.09,0.728192,2022-01-03T05:43:00Z
47153.49,47156.69,47142.47,47142.47,0.013524,2022-01-03T05:44:00Z
47150.62,47186.01,47150.62,47172.75,0.152454,2022-01-03T05:45:00Z
47187.77,47191.04,47154.12,47154.12,1.209727,2022-01-03T05:46:00Z
47154.12,47154.12,47089.09,47095.36,0.184909,2022-01-03T05:47:00Z
47097.69,47097.69,47059.6,47070.96,0.903679,2022-01-03T05:48:00Z
47070.63,47073.7,47065.49,47065.49,0.031208,2022-01-03T05:49:00Z
47055.12,47087.05,47055.12,47087.05,0.05438,2022-01-03T05:50:00Z
47083.79,47085.57,47064.25,47064.44,0.030502,2022-01-03T05:51:00Z
47067.14,47085.57,47067.14,47085.57,0.023581,2022-01-03T05:52:00Z
47094.35,47094.35,47074.68,47094.35,0.103934,2022-01-03T05:53:00Z
47092.15,47092.15,47087.51,47087.51,0.007195,2022-01-03T05:54:00Z
47086.05,47086.05,47066.87,47066.87,0.015717,2022-01-03T05:55:00Z
47070.15,47070.51,47069.18,47069.18,0.008766,2022-01-03T05:56:00Z
47074.73,47081.11,47068.37,47072.97,1.898662,2022-01-03T05:57:00Z
47072.87,47090.62,47072.87,47090.62,0.186457,2022-01-03T05:58:00Z
47090.62,47106.51,47083.81,47098.88,0.098155,2022-01-03T05:59:00Z
47102.58,47111.87,47102.14,47105.04,0.106528,2022-01-03T06:00:00Z
47102.28,47115.83,47102.28,47114.78,0.031898,2022-01-03T06:01:00Z
47113.07,47113.15,47092.79,47096.99,0.027523,2022-01-03T06:02:00Z
47091.77,47096.41,47067.64,47091.23,0.215393,2022-01-03T06:03:00Z
47096.72,47104.31,47086.05,47086.53,0.015342,2022-01-03T06:04:00Z
47080.37,47080.37,47039.91,47039.91,0.263648,2022-01-03T06:05:00Z
47042.27,47056.99,47042.27,47053.16,0.080215,2022-01-03T06:06:00Z
47045.4,47060.41,47045.4,47057.2,0.164455,2022-01-03T06:07:00Z
47055.48,47055.48,47029.17,47042.37,0.124449,2022-01-03T06:08:00Z
47049.85,47049.85,47037.7,47037.7,0.001587,2022-01-03T06:09:00Z
47037.79,47038.94,47037.79,47038.94,0.002007,2022-01-03T06:10:00Z
47042.48,47059.54,47042.48,47052.43,0.028128,2022-01-03T06:11:00Z
47047.34,47052.14,47047.34,47052.14,0.050322,2022-01-03T06:12:00Z
47045.91,47070.35,47045.28,47055.34,0.18783,2022-01-03T06:13:00Z
47058.81,47060.16,47037.28,47037.28,0.662098,2022-01-03T06:14:00Z
47008.33,47026.04,47008.33,47026.04,0.433058,2022-01-03T06:15:00Z
47037.29,47037.29,47028.76,47030.66,0.002325,2022-01-03T06:16:00Z
47015.16,47015.16,46998.5,46998.5,0.106635,2022-01-03T06:17:00Z
46979.73,47000,46979.73,47000,0.348062,2022-01-03T06:18:00Z
47014.76,47015.16,47014.76,47015.16,0.087696,2022-01-03T06:19:00Z
47018.1,47020.2,47018.1,47020.2,0.059616,2022-01-03T06:20:00Z
47038.03,47064.18,47038.03,47041.65,0.09952,2022-01-03T06:21:00Z
47043.84,47060.81,47020.2,47026.8,0.094838,2022-01-03T06:22:00Z
47022.81,47023.94,47020.2,47022.92,0.029246,2022-01-03T06:23:00Z
47032.99,47032.99,47020.2,47020.2,0.03229,2022-01-03T06:24:00Z
47020.2,47020.2,46975.62,46975.62,0.347999,2022-01-03T06:25:00Z
46958.09,46983.75,46958.09,46983.75,1.138876,2022-01-03T06:26:00Z
46975.13,46978.6,46961.18,46961.18,0.053332,2022-01-03T06:27:00Z
46968.9,46976.02,46968.9,46975.8,0.032151,2022-01-03T06:28:00Z
46963.97,46981.84,46963.97,46968.29,0.004736,2022-01-03T06:29:00Z
46969.74,46980.68,46946.48,46948.83,0.379101,2022-01-03T06:30:00Z
46948.83,46960.18,46941.78,46960.18,0.048338,2022-01-03T06:31:00Z
46958.4,46969.57,46950.63,46951.29,0.249834,2022-01-03T06:32:00Z
46958.91,46958.91,46949.38,46956.24,0.223229,2022-01-03T06:33:00Z
46948.85,46962.88,46948.83,46959.83,0.080642,2022-01-03T06:34:00Z
46959.79,46994.13,46959.79,46990.02,0.209046,2022-01-03T06:35:00Z
46990.03,46990.03,46970.69,46975.84,0.139549,2022-01-03T06:36:00Z
46968.84,46968.97,46968.84,46968.97,0.004472,2022-01-03T06:37:00Z
46966.94,46986.24,46959.83,46984.83,0.034685,2022-01-03T06:38:00Z
46986.12,47001.68,46986.12,46994.13,0.023228,2022-01-03T06:39:00Z
46989.01,47033,46989.01,47033,0.338045,2022-01-03T06:40:00Z
47029.31,47041.31,47024.6,47041.31,0.029644,2022-01-03T06:41:00Z
47036.57,47042.98,47034.79,47042.98,0.026411,2022-01-03T06:42:00Z
47063.13,47063.13,47051.88,47052.6,0.100916,2022-01-03T06:43:00Z
47055.69,47055.69,47051.86,47051.86,0.009635,2022-01-03T06:44:00Z
47049.5,47049.5,47038.82,47038.82,0.086519,2022-01-03T06:45:00Z
47041.94,47041.94,47034.32,47034.32,0.009062,2022-01-03T06:46:00Z
47027.99,47027.99,47016.71,47022.33,0.862475,2022-01-03T06:47:00Z
47021.04,47021.04,47002.82,47007.48,0.01179,2022-01-03T06:48:00Z
46998.04,47012.22,46998.04,47012.22,0.043879,2022-01-03T06:49:00Z
46995.27,46995.27,46995.27,46995.27,0.001561,2022-01-03T06:50:00Z
46986.12,46998.39,46986.12,46996.13,0.097537,2022-01-03T06:51:00Z
47013.06,47013.06,46977.15,46977.15,0.625945,2022-01-03T06:52:00Z
46978.31,46983.83,46978.1,46978.1,0.021315,2022-01-03T06:53:00Z
46978.44,46983.9,46978.44,46983.9,0.004991,2022-01-03T06:54:00Z
46978.23,46978.23,46973.65,46973.65,0.006408,2022-01-03T06:55:00Z
46973.16,46973.16,46910.33,46916.86,1.851127,2022-01-03T06:56:00Z
46914.58,46924.24,46885.45,46920.92,0.306932,2022-01-03T06:57:00Z
46923.28,46923.28,46901.6,46901.6,0.178063,2022-01-03T06:58:00Z
46903.94,46934.15,46903.94,46929.28,0.025406,2022-01-03T06:59:00Z
46925.28,46925.28,46890.36,46907.68,0.118286,2022-01-03T07:00:00Z
46904.42,46928.68,46904.42,46921.62,0.213027,2022-01-03T07:01:00Z
46912.96,46912.96,46895.06,46904.25,0.148659,2022-01-03T07:02:00Z
46900.55,46906.6,46890.77,46890.77,0.109374,2022-01-03T07:03:00Z
46899.75,46900.13,46869.05,46876.81,0.3327,2022-01-03T07:04:00Z
46865.87,46870.87,46864.98,46870.7,0.014536,2022-01-03T07:05:00Z
46874.81,46874.81,46874.36,46874.81,0.013755,2022-01-03T07:06:00Z
46867.64,46874.81,46866.48,46874.81,0.011117,2022-01-03T07:07:00Z
46872.56,46899.09,46870.1,46893.83,0.293722,2022-01-03T07:08:00Z
46888.6,46902.1,46888.6,46902.1,0.062107,2022-01-03T07:09:00Z
46918.53,46918.85,46898.99,46898.99,0.01869,2022-01-03T07:10:00Z
46898.98,46908.13,46885,46908.13,0.508031,2022-01-03T07:12:00Z
46910.36,46924.14,46910.36,46924.14,0.166786,2022-01-03T07:13:00Z
46936.72,46936.72,46936.72,46936.72,0.002117,2022-01-03T07:14:00Z
46931.36,46940.48,46931.36,46940.48,0.214973,2022-01-03T07:15:00Z
46935.5,46935.5,46933.68,46934.84,0.005062,2022-01-03T07:16:00Z
46920.57,46920.57,46887.7,46912.06,0.431526,2022-01-03T07:17:00Z
46905.38,46914.35,46905.38,46907.26,0.021813,2022-01-03T07:18:00Z
46901.13,46901.13,46901.13,46901.13,0.001753,2022-01-03T07:19:00Z
46909.71,46909.71,46901.7,46901.7,0.015126,2022-01-03T07:20:00Z
46901.05,46924.63,46901.05,46920.51,0.030683,2022-01-03T07:21:00Z
46924.61,46929.46,46923.14,46925.27,0.033994,2022-01-03T07:22:00Z
46921.82,46921.83,46921.82,46921.83,0.004233,2022-01-03T07:23:00Z
46923.45,46934.66,46919.49,46934.66,0.128333,2022-01-03T07:24:00Z
46956.07,46956.52,46949.88,46949.88,0.02216,2022-01-03T07:25:00Z
46956.52,46961.22,46952.34,46961.22,0.069272,2022-01-03T07:26:00Z
46957.01,46957.01,46918.98,46918.98,0.865117,2022-01-03T07:27:00Z
46922.23,46971.82,46922.23,46964.82,0.135137,2022-01-03T07:29:00Z
46962.7,46979.19,46955.63,46979.19,0.073929,2022-01-03T07:30:00Z
46983.35,46997.72,46981.59,46982.84,0.071995,2022-01-03T07:31:00Z
46983.08,47005.73,46983.08,47005.73,0.003325,2022-01-03T07:32:00Z
46994.91,47005.13,46994.91,47000.81,0.058651,2022-01-03T07:33:00Z
47000,47024.85,47000,47015.03,0.070205,2022-01-03T07:34:00Z
47007.06,47009.99,46994.74,47009.61,0.183583,2022-01-03T07:35:00Z
47000.76,47002.1,46992.46,47002.1,0.022309,2022-01-03T07:36:00Z
47005.53,47005.53,46994.81,46994.81,0.017568,2022-01-03T07:37:00Z
46992.46,46992.46,46992.46,46992.46,0.00171,2022-01-03T07:38:00Z
46992.28,46993.38,46972.85,46972.85,0.046551,2022-01-03T07:39:00Z
46963.49,46975.52,46963.49,46975.52,0.140053,2022-01-03T07:40:00Z
46979.67,47001.28,46979.67,47001.28,0.016989,2022-01-03T07:41:00Z
46987.4,47001.95,46987.4,46992.92,0.004054,2022-01-03T07:42:00Z
46988.18,46988.2,46988.18,46988.2,0.010056,2022-01-03T07:43:00Z
46991.15,46991.15,46991.15,46991.15,0.000542,2022-01-03T07:44:00Z
46988.31,46988.31,46980.4,46982.79,0.061107,2022-01-03T07:45:00Z
46977.12,46977.12,46958.54,46968.67,0.1056,2022-01-03T07:46:00Z
46966.9,46966.9,46957.73,46960.91,0.078361,2022-01-03T07:47:00Z
46962.12,46966.9,46962.12,46966.9,0.013705,2022-01-03T07:48:00Z
46975.52,46986.64,46973.47,46973.47,0.093225,2022-01-03T07:49:00Z
46971.89,46994.74,46971.89,46994.74,0.029191,2022-01-03T07:50:00Z
47007.19,47062.59,47007.19,47062.59,0.269526,2022-01-03T07:51:00Z
47069.28,47080.5,47061.24,47061.24,0.67306,2022-01-03T07:52:00Z
47059.19,47059.19,47059.19,47059.19,0.131341,2022-01-03T07:53:00Z
47042.48,47048.43,47037.05,47048.43,0.014536,2022-01-03T07:54:00Z
47052.69,47052.69,47050.33,47050.33,0.017736,2022-01-03T07:55:00Z
47046.84,47053.24,47045.62,47053.24,0.067035,2022-01-03T07:56:00Z
47051.74,47074.94,47051.74,47063.92,0.120423,2022-01-03T07:58:00Z
47069.98,47072.75,47064.99,47064.99,0.027642,2022-01-03T07:59:00Z
47058.97,47104.42,47052.72,47104.42,0.244744,2022-01-03T08:00:00Z
47104.42,47105.44,47077.17,47077.2,0.075544,2022-01-03T08:01:00Z
47079.73,47097.99,47067.86,47093.71,0.39459,2022-01-03T08:02:00Z
47093.8,47103.43,47091.26,47102.51,0.228456,2022-01-03T08:03:00Z
47102.16,47126.89,47102.16,47121.23,0.148546,2022-01-03T08:04:00Z
47117.14,47139.27,47104.28,47104.28,0.101709,2022-01-03T08:05:00Z
47104.2,47115.26,47104.2,47115.26,0.077523,2022-01-03T08:06:00Z
47130.89,47130.89,47073.51,47080.2,0.41042,2022-01-03T08:07:00Z
47080.06,47080.06,47054.63,47054.63,0.00857,2022-01-03T08:08:00Z
47050.42,47056.07,47035,47035,0.239623,2022-01-03T08:09:00Z
